base_Label	base_Min	base_Average	base_90% Line	base_Max	base_Pass	base_Fail	target_Min	target_Average	target_90% Line	target_Max	target_Pass	target_Fail	AVG	90%
TC02_PCG_External_QuoteExistingCustomer_HO_10A_RatingPage_SelectpreviousInsurer_M	1.654	1.873	1.892	2.786	12.0	0.0	0.75	0.87	1.004	1.004	4.0	0.0	1.3715	1.448
TC02_PCG_External_QuoteExistingCustomer_HO_08_insuredPage_Clicksave_XL	10.735	11.662	12.437	13.22	5.0	0.0	1.521	1.681	1.943	1.943	4.0	0.0	6.6715	7.1899999999999995
TC02_PCG_External_QuoteExistingCustomer_HO_10_RatingPage_Selectyearbuilt_L	1.7	1.996	2.106	2.754	6.0	0.0	7.0	8.187	9.35	9.35	4.0	0.0	5.0915	5.728
TC02_PCG_External_QuoteExistingCustomer_HO_10A_RatingPage_SelectpreviousInsurer_S	1.676	1.796	1.817	2.071	6.0	0.0	1.506	1.675	1.892	1.892	4.0	0.0	1.7355	1.8544999999999998
TC02_PCG_External_QuoteExistingCustomer_HO_11_RatingPage_HomeRenovated_ClickYes_M	1.633	1.821	2.011	2.195	12.0	0.0	1.396	1.7	2.164	2.164	4.0	0.0	1.7605	2.0875000000000004
TC02_PCG_External_QuoteExistingCustomer_HO_10_RatingPage_Selectyearbuilt_XL	1.746	2.176	2.061	3.266	5.0	0.0	3.097	3.229	3.392	3.392	4.0	0.0	2.7025	2.7264999999999997
TC02_PCG_External_QuoteExistingCustomer_HO_10A_RatingPage_SelectpreviousInsurer_L	1.624	1.752	1.817	1.979	6.0	0.0	5.301	5.902	7.388	7.388	4.0	0.0	3.827	4.6025
TC02_PCG_External_QuoteExistingCustomer_HO_11_RatingPage_HomeRenovated_ClickYes_S	1.671	1.872	2.15	2.171	6.0	0.0	3.465	3.855	4.056	4.056	4.0	0.0	2.8635	3.1029999999999998
TC02_PCG_External_QuoteExistingCustomer_HO_10A_RatingPage_SelectpreviousInsurer_XL	1.665	1.851	1.916	1.969	5.0	0.0	1.625	1.996	2.956	2.956	4.0	0.0	1.9235	2.436
TC02_PCG_External_QuoteExistingCustomer_HO_13_Ratingpage_ClickNext_M	4.335	5.016	5.637	6.371	12.0	0.0	3.174	4.64	6.097	6.097	4.0	0.0	4.827999999999999	5.867
TC02_PCG_External_QuoteExistingCustomer_HO_11_RatingPage_HomeRenovated_ClickYes_L	1.619	1.721	1.785	1.865	6.0	0.0	0.857	1.089	1.268	1.268	4.0	0.0	1.405	1.5265
TC02_PCG_External_QuoteExistingCustomer_HO_13_Ratingpage_ClickNext_S	4.18	4.75	4.926	5.01	6.0	0.0	6.978	9.117	12.153	12.153	4.0	0.0	6.9335	8.5395
TC02_PCG_External_QuoteExistingCustomer_HO_11_RatingPage_HomeRenovated_ClickYes_XL	1.811	1.89	1.952	2.014	5.0	0.0	0.617	1.703	4.398	4.792	9.0	0.0	1.7965	3.175
TC02_PCG_External_QuoteExistingCustomer_HO_14_coveragepage_Enter_EstimatedHomeReplacementValue_M	1.15	1.418	1.746	2.563	12.0	0.0	0.202	0.448	0.648	1.534	9.0	0.0	0.9329999999999999	1.197
TC02_PCG_External_QuoteExistingCustomer_HO_13_Ratingpage_ClickNext_L	4.449	5.208	5.487	6.063	6.0	0.0	3.78	5.129	6.722	7.843	9.0	0.0	5.1685	6.1045
TC02_PCG_External_QuoteExistingCustomer_HO_14_coveragepage_Enter_EstimatedHomeReplacementValue_S	1.162	1.34	1.412	1.621	6.0	0.0	1.72	1.968	2.182	2.303	9.0	0.0	1.654	1.797
TC02_PCG_External_QuoteExistingCustomer_HO_17_coveragepage_ClickNext_M	2.998	3.425	4.072	4.167	12.0	0.0	16.045	20.725	23.727	26.8	9.0	0.0	12.075000000000001	13.8995
TC02_PCG_External_QuoteExistingCustomer_HO_13_Ratingpage_ClickNext_XL	4.262	4.77	4.78	5.594	5.0	0.0	1.506	1.81	2.162	2.793	9.0	0.0	3.29	3.471
TC02_PCG_External_QuoteExistingCustomer_HO_14_coveragepage_Enter_EstimatedHomeReplacementValue_L	1.258	1.418	1.586	1.601	6.0	0.0	1.384	1.579	1.671	1.772	9.0	0.0	1.4985	1.6285
TC02_PCG_External_QuoteExistingCustomer_HO_17_coveragepage_ClickNext_S	2.993	3.74	4.576	4.708	6.0	0.0	1.436	1.931	2.559	3.273	9.0	0.0	2.8355	3.5675
TC02_PCG_External_QuoteExistingCustomer_HO_18_Detailspage_Qualifyingcredits_selectAlarm_M	1.214	1.358	1.513	1.559	12.0	0.0	4.187	5.019	6.168	6.38	9.0	0.0	3.1885000000000003	3.8405
TC02_PCG_External_QuoteExistingCustomer_HO_14_coveragepage_Enter_EstimatedHomeReplacementValue_XL	1.197	1.267	1.308	1.311	5.0	0.0	1.033	1.319	1.379	2.25	9.0	0.0	1.293	1.3435000000000001
TC02_PCG_External_QuoteExistingCustomer_HO_17_coveragepage_ClickNext_L	3.157	3.749	4.136	4.464	6.0	0.0	3.259	3.706	4.021	4.568	9.0	0.0	3.7275	4.0785
TC02_PCG_External_QuoteExistingCustomer_HO_18_Detailspage_Qualifyingcredits_selectAlarm_S	1.309	1.462	1.575	1.64	6.0	0.0	6.509	7.534	8.139	10.759	9.0	0.0	4.498	4.856999999999999
TC02_PCG_External_QuoteExistingCustomer_HO_19_Detailspage_ClickViewAdditionalCredits_M	1.82	1.999	2.157	2.431	12.0	0.0	4.268	5.325	6.481	6.632	9.0	0.0	3.662	4.319
TC02_PCG_External_QuoteExistingCustomer_HO_17_coveragepage_ClickNext_XL	3.096	3.607	3.845	4.068	5.0	0.0	3.508	5.528	8.101	8.753	9.0	0.0	4.5675	5.973000000000001
TC02_PCG_External_QuoteExistingCustomer_HO_18_Detailspage_Qualifyingcredits_selectAlarm_L	1.247	1.417	1.586	1.626	6.0	0.0	7.352	11.963	16.843	17.285	9.0	0.0	6.6899999999999995	9.2145
TC02_PCG_External_QuoteExistingCustomer_HO_19_Detailspage_ClickViewAdditionalCredits_S	1.826	2.136	2.436	2.759	6.0	0.0	0.97	1.825	2.857	3.303	9.0	0.0	1.9805000000000001	2.6465
TC02_PCG_External_QuoteExistingCustomer_HO_18_Detailspage_Qualifyingcredits_selectAlarm_XL	1.251	1.427	1.485	1.804	5.0	0.0	2.518	3.407	4.136	5.23	9.0	0.0	2.417	2.8105
TC02_PCG_External_QuoteExistingCustomer_HO_22_Detailspage_ClickNext_M	6.404	6.633	6.898	7.08	12.0	0.0	2.241	3.052	3.802	4.763	9.0	0.0	4.8425	5.35
TC02_PCG_External_QuoteExistingCustomer_HO_19_Detailspage_ClickViewAdditionalCredits_L	1.898	2.043	2.263	2.356	6.0	0.0	4.823	5.707	6.404	7.149	9.0	0.0	3.875	4.3335
TC02_PCG_External_QuoteExistingCustomer_HO_22_Detailspage_ClickNext_S	6.306	6.895	7.364	7.632	6.0	0.0	3.2	3.583	4.112	4.682	9.0	0.0	5.239	5.7379999999999995
TC02_PCG_External_QuoteExistingCustomer_HO_19_Detailspage_ClickViewAdditionalCredits_XL	1.715	2.022	2.123	2.465	5.0	0.0	3.415	5.247	6.332	6.572	9.0	0.0	3.6345	4.2275
TC02_PCG_External_QuoteExistingCustomer_HO_22_Detailspage_ClickNext_QuotepageLoad_M	3.831	4.314	4.673	4.743	12.0	0.0	8.06	10.038	12.356	12.729	9.0	0.0	7.176	8.5145
TC02_PCG_External_QuoteExistingCustomer_HO_22_Detailspage_ClickNext_L	6.371	6.813	6.863	8.12	6.0	0.0	1.021	1.415	1.54	2.755	9.0	0.0	4.114	4.2015
TC02_PCG_External_QuoteExistingCustomer_HO_22_Detailspage_ClickNext_QuotepageLoad_S	3.907	4.538	4.922	6.105	6.0	0.0	0.955	1.307	1.59	1.994	9.0	0.0	2.9225000000000003	3.256
TC02_PCG_External_QuoteExistingCustomer_HO_22_Detailspage_ClickNext_XL	6.337	7.082	7.645	7.672	5.0	0.0	3.19	3.961	4.855	5.457	9.0	0.0	5.5215	6.25
TC02_PCG_External_QuoteExistingCustomer_HO_24_Quotesummarypage_ClickNext_M	2.044	3.03	3.929	4.561	12.0	0.0	1.0	1.253	1.518	1.683	9.0	0.0	2.1414999999999997	2.7235
TC02_PCG_External_QuoteExistingCustomer_HO_22_Detailspage_ClickNext_QuotepageLoad_L	3.774	4.134	4.255	4.526	6.0	0.0	3.531	4.824	5.425	7.877	9.0	0.0	4.479	4.84
TC02_PCG_External_QuoteExistingCustomer_HO_24_Quotesummarypage_ClickNext_S	2.32	3.131	3.45	3.689	6.0	0.0	5.563	6.725	7.966	9.812	9.0	0.0	4.928	5.708
TC02_PCG_External_QuoteExistingCustomer_HO_22_Detailspage_ClickNext_QuotepageLoad_XL	4.018	4.291	4.481	4.503	5.0	0.0	3.777	5.016	6.07	7.15	9.0	0.0	4.6535	5.2755
TC02_PCG_External_QuoteExistingCustomer_HO_26_Prepackage_Clickcreatepackage_M	2.802	3.665	4.53	4.735	12.0	0.0	1.438	3.696	5.23	12.998	9.0	0.0	3.6805000000000003	4.880000000000001
TC02_PCG_External_QuoteExistingCustomer_HO_24_Quotesummarypage_ClickNext_L	2.807	2.978	3.011	3.288	6.0	0.0	6.495	13.763	21.146	28.518	9.0	0.0	8.3705	12.0785
TC02_PCG_External_QuoteExistingCustomer_HO_26_Prepackage_Clickcreatepackage_S	2.877	3.72	4.183	4.303	6.0	0.0	1.103	2.05	3.702	4.195	9.0	0.0	2.885	3.9425
TC02_PCG_External_QuoteExistingCustomer_HO_24_Quotesummarypage_ClickNext_XL	2.429	2.734	2.788	3.335	5.0	0.0	10.2	15.835	27.586	28.219	9.0	0.0	9.284500000000001	15.187
TC02_PCG_External_QuoteExistingCustomer_HO_27_Prepackage_createpackage_clickclose_M	0.62	0.734	0.971	1.091	12.0	0.0	0.587	0.949	1.135	1.601	9.0	0.0	0.8414999999999999	1.053
TC02_PCG_External_QuoteExistingCustomer_HO_26_Prepackage_Clickcreatepackage_L	3.154	4.129	4.977	5.589	6.0	0.0	1.046	1.643	2.034	3.036	9.0	0.0	2.8859999999999997	3.5055
TC02_PCG_External_QuoteExistingCustomer_HO_27_Prepackage_createpackage_clickclose_S	0.673	0.834	0.853	1.269	6.0	0.0	5.591	8.366	12.065	14.547	9.0	0.0	4.6	6.459
TC02_PCG_External_QuoteExistingCustomer_HO_26_Prepackage_Clickcreatepackage_XL	3.908	4.218	4.315	4.72	5.0	0.0	1.712	2.063	2.22	2.674	9.0	0.0	3.1405000000000003	3.2675
TC02_PCG_External_QuoteExistingCustomer_HO_27_Prepackage_createpackage_clickclose_L	0.603	0.729	0.756	0.977	6.0	0.0	3.498	5.349	8.443	9.445	9.0	0.0	3.039	4.5995
TC02_PCG_External_QuoteExistingCustomer_HO_27_Prepackage_createpackage_clickclose_XL	0.669	0.779	0.757	1.099	5.0	0.0	3.467	4.325	5.072	6.751	9.0	0.0	2.552	2.9145
TC03_PCG_External_QuoteExistingCustomer_PEL_02_SearchCustomerID_L	0.441	0.539	0.606	0.844	8.0	0.0	1.064	1.209	1.435	1.594	9.0	0.0	0.8740000000000001	1.0205
TC03_PCG_External_QuoteExistingCustomer_PEL_02_SearchCustomerID_XL	0.618	0.673	0.763	0.763	3.0	0.0	4.78	5.702	6.51	7.285	9.0	0.0	3.1875	3.6365
TC03_PCG_External_QuoteExistingCustomer_PEL_03_SelectCustomer_L	1.128	1.51	1.963	2.064	8.0	0.0	0.845	0.953	1.081	1.145	9.0	0.0	1.2315	1.522
TC03_PCG_External_QuoteExistingCustomer_PEL_02_SearchCustomerID_S	0.452	0.721	0.702	1.842	8.0	0.0	0.36	0.463	0.544	0.816	9.0	0.0	0.592	0.623
TC03_PCG_External_QuoteExistingCustomer_PEL_03_SelectCustomer_XL	1.056	1.516	2.434	2.434	3.0	0.0	1.959	2.597	3.071	3.115	9.0	0.0	2.0564999999999998	2.7525000000000004
TC03_PCG_External_QuoteExistingCustomer_PEL_03_SelectCustomer_S	1.026	1.449	1.815	1.832	8.0	0.0	3.053	3.5	3.656	4.066	9.0	0.0	2.4745	2.7355
TC03_PCG_External_QuoteExistingCustomer_PEL_04_SelectProductandclick_save&continue_L	5.914	7.445	7.334	12.903	8.0	0.0	15.039	23.599	39.478	39.923	9.0	0.0	15.522	23.406
TC03_PCG_External_QuoteExistingCustomer_PEL_04_SelectProductandclick_save&continue_XL	6.126	6.631	7.188	7.188	3.0	0.0	1.212	1.942	3.297	3.68	9.0	0.0	4.2865	5.2425
TC03_PCG_External_QuoteExistingCustomer_PEL_02_SearchCustomerID_M	0.448	0.557	0.685	0.706	5.0	0.0	1.097	1.295	1.404	1.463	9.0	0.0	0.9259999999999999	1.0445
TC03_PCG_External_QuoteExistingCustomer_PEL_04_SelectProductandclick_save&continue_S	5.877	6.315	6.472	7.323	8.0	0.0	0.375	0.512	0.565	1.019	9.0	0.0	3.4135	3.5185000000000004
TC03_PCG_External_QuoteExistingCustomer_PEL_03_SelectCustomer_M	1.008	1.683	1.97	2.472	5.0	0.0	5.842	6.701	7.899	7.979	9.0	0.0	4.192	4.9345
TC03_PCG_External_QuoteExistingCustomer_PEL_07_Insuredpage_Clicksave&continue_L	7.829	9.072	10.07	10.293	8.0	0.0	0.908	1.051	1.171	1.224	9.0	0.0	5.0615	5.6205
TC03_PCG_External_QuoteExistingCustomer_PEL_07_Insuredpage_Clicksave&continue_XL	7.257	7.763	8.453	8.453	3.0	0.0	3.825	4.294	4.553	5.315	9.0	0.0	6.028499999999999	6.503
TC03_PCG_External_QuoteExistingCustomer_PEL_07_Insuredpage_Clicksave&continue_S	7.507	9.091	10.226	12.333	8.0	0.0	5.978	8.252	10.784	11.088	9.0	0.0	8.6715	10.505
TC03_PCG_External_QuoteExistingCustomer_PEL_08A_ratings_enterdetails_Clicksave_L	1.647	2.284	3.213	3.304	8.0	0.0	1.248	1.627	2.074	2.217	9.0	0.0	1.9554999999999998	2.6435
TC03_PCG_External_QuoteExistingCustomer_PEL_04_SelectProductandclick_save&continue_M	6.079	7.192	7.033	9.546	5.0	0.0	1.156	1.431	1.58	1.913	9.0	0.0	4.3115000000000006	4.3065
TC03_PCG_External_QuoteExistingCustomer_PEL_08A_ratings_enterdetails_Clicksave_XL	2.033	2.16	2.413	2.413	3.0	0.0	0.394	0.703	0.726	1.914	9.0	0.0	1.4315	1.5695
TC03_PCG_External_QuoteExistingCustomer_PEL_08A_ratings_enterdetails_Clicksave_S	1.603	2.015	2.359	2.908	8.0	0.0	1.135	1.34	1.423	1.646	9.0	0.0	1.6775000000000002	1.891
TC03_PCG_External_QuoteExistingCustomer_PEL_09_ratings_Clicknext_L	2.948	3.832	3.885	6.67	8.0	0.0	1.754	2.572	3.005	5.198	9.0	0.0	3.202	3.445
TC03_PCG_External_QuoteExistingCustomer_PEL_09_ratings_Clicknext_XL	3.075	3.236	3.391	3.391	3.0	0.0	6.566	7.772	8.309	9.843	9.0	0.0	5.5040000000000004	5.85
TC03_PCG_External_QuoteExistingCustomer_PEL_07_Insuredpage_Clicksave&continue_M	8.02	8.669	8.999	8.999	4.0	0.0	0.832	1.006	1.053	1.576	9.0	0.0	4.8375	5.026
TC03_PCG_External_QuoteExistingCustomer_PEL_09_ratings_Clicknext_S	2.742	3.146	3.447	3.479	8.0	0.0	4.174	4.765	4.936	5.77	9.0	0.0	3.9555	4.1915
TC03_PCG_External_QuoteExistingCustomer_PEL_10A_Coverages_Clicknext_L	1.59	2.363	2.624	2.628	8.0	0.0	6.609	9.45	13.095	15.077	9.0	0.0	5.906499999999999	7.859500000000001
TC03_PCG_External_QuoteExistingCustomer_PEL_10A_Coverages_Clicknext_XL	2.315	2.489	2.762	2.762	3.0	0.0	0.675	0.812	0.967	0.988	9.0	0.0	1.6505	1.8645
TC03_PCG_External_QuoteExistingCustomer_PEL_08A_ratings_enterdetails_Clicksave_M	1.628	1.71	1.781	1.781	4.0	0.0	0.336	1.471	4.552	5.635	100.0	0.0	1.5905	3.1664999999999996
TC03_PCG_External_QuoteExistingCustomer_PEL_10A_Coverages_Clicknext_S	0.702	2.641	3.222	4.011	8.0	0.0	0.229	0.323	0.436	0.608	100.0	0.0	1.482	1.829
TC03_PCG_External_QuoteExistingCustomer_PEL_12_Details_ClickNext_L	5.008	5.342	5.459	5.899	6.0	0.0	2.831	3.927	5.752	7.723	100.0	0.0	4.6345	5.605499999999999
TC03_PCG_External_QuoteExistingCustomer_PEL_12_Details_ClickNext_XL	4.775	4.95	5.077	5.077	3.0	0.0	0.436	0.685	0.852	1.314	100.0	0.0	2.8175	2.9645
TC03_PCG_External_QuoteExistingCustomer_PEL_09_ratings_Clicknext_M	2.912	3.172	3.742	3.742	4.0	0.0	0.12	2.468	0.208	230.757	100.0	0.0	2.8200000000000003	1.975
TC03_PCG_External_QuoteExistingCustomer_PEL_12_Details_ClickNext_S	4.74	5.121	5.22	5.788	7.0	0.0	1.727	2.174	2.477	3.339	100.0	0.0	3.6475	3.8484999999999996
TC03_PCG_External_QuoteExistingCustomer_PEL_12_Details_ClickNext_QuotePageLoad_L	2.759	3.039	3.178	3.668	6.0	0.0	13.07	15.616	18.292	32.298	100.0	0.0	9.3275	10.735000000000001
TC03_PCG_External_QuoteExistingCustomer_PEL_12_Details_ClickNext_QuotePageLoad_XL	2.624	2.751	2.84	2.84	3.0	0.0	0.684	0.853	1.033	2.452	100.0	0.0	1.802	1.9364999999999999
TC03_PCG_External_QuoteExistingCustomer_PEL_10A_Coverages_Clicknext_M	2.332	2.407	2.487	2.487	4.0	0.0	0.681	0.857	0.98	2.054	100.0	0.0	1.6320000000000001	1.7335
TC03_PCG_External_QuoteExistingCustomer_PEL_12_Details_ClickNext_QuotePageLoad_S	2.769	3.005	3.058	3.827	7.0	0.0	2.023	2.634	3.122	8.946	100.0	0.0	2.8194999999999997	3.09
TC03_PCG_External_QuoteExistingCustomer_PEL_13_Quotepage_Clicknext_L	2.204	2.457	2.606	2.699	6.0	0.0	1.313	1.814	2.379	9.52	100.0	0.0	2.1355	2.4924999999999997
TC03_PCG_External_QuoteExistingCustomer_PEL_13_Quotepage_Clicknext_XL	2.255	2.892	3.408	3.408	3.0	0.0	0.908	1.215	1.444	2.316	100.0	0.0	2.0535	2.426
TC03_PCG_External_QuoteExistingCustomer_PEL_12_Details_ClickNext_M	4.885	5.478	6.345	6.345	4.0	0.0	0.932	1.216	1.579	2.412	100.0	0.0	3.347	3.9619999999999997
TC03_PCG_External_QuoteExistingCustomer_PEL_13_Quotepage_Clicknext_S	2.331	3.318	4.238	4.385	7.0	0.0	0.98	3.67	2.082	229.614	99.0	0.0	3.4939999999999998	3.16
TC03_PCG_External_QuoteExistingCustomer_PEL_15_Prepackage_CreateQuotepackage_XL	1.8	2.438	2.956	2.956	3.0	0.0	0.908	3.565	1.747	227.779	98.0	0.0	3.0015	2.3515
TC03_PCG_External_QuoteExistingCustomer_PEL_15_Prepackage_CreateQuotepackage_S	1.735	2.206	2.524	2.718	6.0	0.0	0.953	1.192	1.479	2.368	98.0	0.0	1.6989999999999998	2.0015
TC03_PCG_External_QuoteExistingCustomer_PEL_12_Details_ClickNext_QuotePageLoad_M	3.035	6.073	14.151	14.151	4.0	0.0	0.895	3.675	1.662	223.792	91.0	0.0	4.8740000000000006	7.906499999999999
TC03_PCG_External_QuoteExistingCustomer_PEL_15_Prepackage_CreateQuotepackage_L	1.637	5.539	2.524	22.515	6.0	0.0	0.956	1.25	1.697	3.267	84.0	0.0	3.3945	2.1105
TC03_PCG_External_QuoteExistingCustomer_PEL_16_Prepackage_Clickclose_XL	0.708	0.75	0.777	0.777	3.0	0.0	0.922	1.276	1.989	3.957	77.0	0.0	1.013	1.383
TC03_PCG_External_QuoteExistingCustomer_PEL_16_Prepackage_Clickclose_S	0.595	0.869	0.731	1.732	6.0	0.0	2.315	2.976	3.811	7.057	75.0	0.0	1.9224999999999999	2.271
TC03_PCG_External_QuoteExistingCustomer_PEL_16_Prepackage_Clickclose_L	0.606	0.78	0.962	1.044	6.0	0.0	5.678	6.673	6.749	17.957	75.0	0.0	3.7265	3.8554999999999997
TC03_PCG_External_QuoteExistingCustomer_PEL_13_Quotepage_Clicknext_M	2.025	4.438	10.036	10.036	4.0	0.0	1.408	1.828	2.171	3.669	75.0	0.0	3.133	6.1034999999999995
TC03_PCG_External_QuoteExistingCustomer_PEL_15_Prepackage_CreateQuotepackage_M	2.011	2.344	2.948	2.948	4.0	0.0	0.758	0.969	1.132	3.374	75.0	0.0	1.6564999999999999	2.04
TC03_PCG_External_QuoteExistingCustomer_PEL_16_Prepackage_Clickclose_M	0.363	0.72	0.93	0.93	4.0	0.0	0.848	4.019	1.306	222.535	75.0	0.0	2.3695	1.118
TC04_PCG_External_QuoteExistingCustomer_Collections_02_SearchCustomerID_M	0.437	0.536	0.693	0.693	3.0	0.0	4.924	6.051	6.746	15.432	75.0	0.0	3.2935	3.7195
TC04_PCG_External_QuoteExistingCustomer_Collections_02_SearchCustomerID_S	0.425	0.484	0.479	0.599	6.0	0.0	0.541	3.683	0.847	221.672	75.0	0.0	2.0835	0.663
TC04_PCG_External_QuoteExistingCustomer_Collections_03_SelectCustomer_M	1.227	1.656	2.085	2.085	3.0	0.0	0.244	0.321	0.39	0.54	75.0	0.0	0.9884999999999999	1.2375
TC04_PCG_External_QuoteExistingCustomer_Collections_02_SearchCustomerID_L	0.461	0.575	0.606	0.705	5.0	0.0	1.653	2.212	2.598	4.067	75.0	0.0	1.3935	1.6019999999999999
TC04_PCG_External_QuoteExistingCustomer_Collections_03_SelectCustomer_S	1.41	1.924	2.318	2.561	6.0	0.0	1.949	2.339	2.603	4.414	75.0	0.0	2.1315	2.4605
TC04_PCG_External_QuoteExistingCustomer_Collections_02_SearchCustomerID_XL	0.436	0.493	0.611	0.611	4.0	0.0	5.604	6.673	8.169	10.553	75.0	0.0	3.583	4.390000000000001
TC04_PCG_External_QuoteExistingCustomer_Collections_03_SelectCustomer_L	1.172	1.665	2.005	2.013	5.0	0.0	0.903	2.746	3.745	6.158	346.0	0.0	2.2055	2.875
TC04_PCG_External_QuoteExistingCustomer_Collections_04_SelectProductandClickSave&Continue_M	6.219	6.708	7.54	7.54	3.0	0.0	0.557	0.896	1.176	2.614	87.0	0.0	3.802	4.358
TC04_PCG_External_QuoteExistingCustomer_Collections_03_SelectCustomer_XL	1.482	2.028	3.568	3.568	4.0	0.0	1.529	2.311	2.9	6.056	87.0	0.0	2.1695	3.234
TC04_PCG_External_QuoteExistingCustomer_Collections_04_SelectProductandClickSave&Continue_S	5.845	7.319	7.87	11.488	6.0	0.0	0.546	0.842	0.992	5.567	87.0	0.0	4.0805	4.431
TC04_PCG_External_QuoteExistingCustomer_Collections_04_SelectProductandClickSave&Continue_L	6.043	6.599	6.684	7.378	5.0	0.0	1.249	3.42	4.572	5.082	85.0	0.0	5.0095	5.628
TC04_PCG_External_QuoteExistingCustomer_Collections_08_insuredPage_Clicksave_M	6.952	7.869	9.161	9.161	3.0	0.0	0.936	2.724	3.717	5.847	84.0	0.0	5.2965	6.439
TC04_PCG_External_QuoteExistingCustomer_Collections_04_SelectProductandClickSave&Continue_XL	6.085	7.864	10.952	10.952	4.0	0.0	1.158	3.185	3.952	6.087	210.0	0.0	5.5245	7.452
TC04_PCG_External_QuoteExistingCustomer_Collections_08_insuredPage_Clicksave_S	6.984	7.47	7.777	8.192	6.0	0.0	0.583	1.059	1.528	3.348	105.0	0.0	4.2645	4.6525
TC04_PCG_External_QuoteExistingCustomer_Collections_09_RatingPage_SelectJewelry_M	1.149	1.266	1.379	1.379	3.0	0.0	0.7	2.503	4.381	4.981	105.0	0.0	1.8845	2.88
TC04_PCG_External_QuoteExistingCustomer_Collections_08_insuredPage_Clicksave_L	6.95	7.934	7.558	10.21	5.0	0.0	0.356	0.584	0.798	2.558	180.0	0.0	4.259	4.178
TC04_PCG_External_QuoteExistingCustomer_Collections_09_RatingPage_SelectJewelry_S	1.147	1.19	1.203	1.222	6.0	0.0	1.168	3.12	3.7	4.853	105.0	0.0	2.1550000000000002	2.4515000000000002
TC04_PCG_External_QuoteExistingCustomer_Collections_08_insuredPage_Clicksave_XL	7.553	8.17	8.83	8.83	4.0	0.0	0.566	0.843	1.049	1.502	90.0	0.0	4.5065	4.9395
TC04_PCG_External_QuoteExistingCustomer_Collections_10_RatingPage_SelectScheduled_M	1.132	1.2	1.273	1.273	3.0	0.0	0.355	0.497	0.647	0.844	90.0	0.0	0.8485	0.96
TC04_PCG_External_QuoteExistingCustomer_Collections_09_RatingPage_SelectJewelry_L	1.098	1.161	1.2	1.247	5.0	0.0	0.79	0.79	0.79	0.79	1.0	0.0	0.9755	0.995
TC04_PCG_External_QuoteExistingCustomer_Collections_10_RatingPage_SelectScheduled_S	1.113	1.202	1.229	1.266	6.0	0.0	0.551	0.911	1.209	1.48	54.0	0.0	1.0565	1.219
TC04_PCG_External_QuoteExistingCustomer_Collections_09_RatingPage_SelectJewelry_XL	1.105	1.303	1.765	1.765	4.0	0.0	1.542	2.639	3.547	5.929	54.0	0.0	1.9709999999999999	2.656
TC04_PCG_External_QuoteExistingCustomer_Collections_10_RatingPage_SelectScheduled_L	1.141	1.199	1.239	1.268	5.0	0.0	0.521	0.828	0.999	5.389	54.0	0.0	1.0135	1.119
TC04_PCG_External_QuoteExistingCustomer_Collections_11_RatingPage_Coveragelimit&ClickNext_M	2.651	2.829	2.946	2.946	3.0	0.0	1.265	3.577	4.497	4.765	54.0	0.0	3.2030000000000003	3.7215
TC04_PCG_External_QuoteExistingCustomer_Collections_11_RatingPage_Coveragelimit&ClickNext_S	2.623	3.061	3.196	3.706	6.0	0.0	0.578	1.002	1.442	3.123	99.0	0.0	2.0315	2.319
TC04_PCG_External_QuoteExistingCustomer_Collections_10_RatingPage_SelectScheduled_XL	1.174	1.213	1.248	1.248	4.0	0.0	0.978	1.383	1.762	3.036	98.0	0.0	1.298	1.505
TC04_PCG_External_QuoteExistingCustomer_Collections_12_CoveragePage_SelectRoofTypeMaterial_M	1.545	1.743	2.015	2.015	3.0	0.0	2.362	3.732	5.048	11.602	98.0	0.0	2.7375000000000003	3.5315000000000003
TC04_PCG_External_QuoteExistingCustomer_Collections_11_RatingPage_Coveragelimit&ClickNext_L	2.678	3.153	3.228	3.746	5.0	0.0	0.63	0.969	1.388	2.752	93.0	0.0	2.061	2.308
TC04_PCG_External_QuoteExistingCustomer_Collections_12_CoveragePage_SelectRoofTypeMaterial_S	1.7	2.051	2.103	2.795	6.0	0.0	0.937	1.408	1.867	5.917	92.0	0.0	1.7295	1.985
TC04_PCG_External_QuoteExistingCustomer_Collections_11_RatingPage_Coveragelimit&ClickNext_XL	2.683	3.147	3.77	3.77	4.0	0.0	2.344	3.964	6.883	11.112	92.0	0.0	3.5555	5.3265
TC04_PCG_External_QuoteExistingCustomer_Collections_13a_CoveragePage_SelectContructiontype_M	1.605	1.792	2.096	2.096	3.0	0.0	0.635	1.016	1.477	2.994	89.0	0.0	1.404	1.7865000000000002
TC04_PCG_External_QuoteExistingCustomer_Collections_12_CoveragePage_SelectRoofTypeMaterial_L	1.644	1.807	1.865	2.029	5.0	0.0	0.935	1.396	1.873	2.671	89.0	0.0	1.6015	1.869
TC04_PCG_External_QuoteExistingCustomer_Collections_13a_CoveragePage_SelectContructiontype_S	1.73	1.854	1.899	2.098	6.0	0.0	2.578	3.881	5.58	10.681	88.0	0.0	2.8674999999999997	3.7395
TC04_PCG_External_QuoteExistingCustomer_Collections_12_CoveragePage_SelectRoofTypeMaterial_XL	1.708	2.041	2.654	2.654	4.0	0.0	0.648	1.011	1.378	1.853	57.0	0.0	1.5259999999999998	2.016
